,date,Sleep Score,Total Sleep Score,REM Sleep Score,Deep Sleep Score,Sleep Efficiency Score,Restfulness Score,Sleep Latency Score,Sleep Timin Score,Total Sleep Duration,Total Bedtime ,Awake Time,REM Sleep Duration,Light Sleep Duration,Deep Sleep Duration,Restless Sleep,Sleep Efficiency,Sleep Latency,Sleep Timing,Bedtime Start,Bedtime End,Average Resting Heart Rate,Lowest Resting Heart Rate,Average HRV,Temperature Deviation (°C),Temperature Trend Deviation,Respiratory Rate,Activity Score,Stay Active Score,Move Every Hour Score,Meet Daily Targets Score,Training Frequency Score,Training Volume Score,Activity Burn,Total Burn,Steps,Equivalent Walking Distance,Inactive Time,Rest Time,Low Activity Time,Medium Activity Time,High Activity Time,Non-wear Time,Average MET,Long Periods of Inactivity,Readiness Score,Previous Night Score,Sleep Balance Score,Previous Day Activity Score,Activity Balance Score,Temperature Score,Resting Heart Rate Score,HRV Balance Score,Recovery Index Score
241,2020-12-14,83.0,80.0,98.0,71.0,90.0,79.0,70.0,100.0,24420.0,27600.0,3180.0,7500.0,14100.0,2820.0,26.0,88.0,210.0,14400.0,2020-12-13T22:01:30-08:00,2020-12-14T05:41:30-08:00,56.34,50.0,34.0,0.0,0.27,13.625,78,59,100,43,100,98,363,2472,7410,5942,41160,28680,13260,1560,720,1020,1.4375,0,85.0,77,94,99,87,100.0,100.0,74,55.0
242,2020-12-15,81.0,85.0,96.0,36.0,95.0,77.0,70.0,100.0,25530.0,28500.0,2970.0,6060.0,18060.0,1410.0,30.0,90.0,210.0,13530.0,2020-12-14T21:46:25-08:00,2020-12-15T05:41:25-08:00,57.55,48.0,33.0,0.0,0.14,13.625,84,65,100,60,100,98,463,2556,10942,8352,37860,28560,11100,4680,120,4080,1.46875,0,81.0,72,92,81,90,100.0,96.0,70,55.0
243,2020-12-16,90.0,87.0,97.0,95.0,100.0,81.0,81.0,100.0,25950.0,27180.0,1230.0,7110.0,14940.0,3900.0,33.0,95.0,480.0,13590.0,2020-12-15T22:08:20-08:00,2020-12-16T05:41:20-08:00,55.1,50.0,35.0,0.02,0.08,13.75,83,61,95,60,100,98,430,2518,9397,7441,39780,28680,10320,3060,480,4080,1.4375,1,88.0,95,91,89,89,100.0,86.0,69,100.0
244,2020-12-17,86.0,81.0,98.0,96.0,86.0,81.0,70.0,100.0,24780.0,28800.0,4020.0,7740.0,12120.0,4920.0,27.0,86.0,240.0,14190.0,2020-12-16T21:40:47-08:00,2020-12-17T05:40:47-08:00,55.7,49.0,39.0,0.0,0.07,14.25,89,68,100,78,100,99,497,2592,10376,8536,36840,31680,12480,3300,960,1140,1.5,0,84.0,84,88,83,90,100.0,76.0,71,100.0
245,2020-12-18,90.0,88.0,97.0,97.0,93.0,87.0,72.0,100.0,26310.0,29760.0,3450.0,6840.0,13950.0,5520.0,22.0,88.0,270.0,14280.0,2020-12-17T21:25:23-08:00,2020-12-18T05:41:23-08:00,57.01,51.0,33.0,0.04,0.08,13.875,95,74,100,95,100,99,542,2654,12946,9796,33720,30480,15900,5100,0,1200,1.53125,0,83.0,94,87,72,89,100.0,86.0,68,76.0
246,2020-12-19,92.0,97.0,99.0,96.0,90.0,80.0,75.0,100.0,29430.0,33480.0,4050.0,8340.0,16530.0,4560.0,20.0,88.0,360.0,16440.0,2020-12-18T21:51:24-08:00,2020-12-19T07:09:24-08:00,58.21,50.0,35.0,-0.15,0.02,14.625,95,82,100,95,100,100,683,2769,14432,12786,30420,31980,17580,5820,600,0,1.59375,0,89.0,99,92,92,87,100.0,86.0,69,100.0
247,2020-12-20,90.0,95.0,100.0,83.0,97.0,81.0,67.0,99.0,27870.0,30480.0,2610.0,8730.0,15840.0,3300.0,36.0,91.0,150.0,15000.0,2020-12-19T22:52:24-08:00,2020-12-20T07:20:24-08:00,55.73,50.0,40.0,-0.14,-0.04,13.75,94,92,100,95,100,100,720,2737,15943,14076,25200,38400,11820,7560,240,3180,1.59375,0,87.0,94,93,74,82,100.0,86.0,73,100.0
248,2020-12-21,90.0,94.0,98.0,78.0,100.0,81.0,75.0,100.0,27750.0,28860.0,1110.0,7440.0,17220.0,3090.0,34.0,96.0,330.0,14370.0,2020-12-20T22:00:34-08:00,2020-12-21T06:01:34-08:00,53.47,48.0,43.0,-0.32,-0.14,13.75,88,67,100,95,100,100,466,2538,10640,8399,37680,30720,13620,3540,420,420,1.46875,0,90.0,93,95,84,77,94.0,95.0,79,99.0
249,2020-12-22,92.0,94.0,98.0,72.0,98.0,89.0,86.0,100.0,27630.0,29700.0,2070.0,7350.0,17430.0,2850.0,19.0,93.0,570.0,14610.0,2020-12-21T21:52:25-08:00,2020-12-22T06:07:25-08:00,54.61,48.0,36.0,-0.04,-0.1,13.625,90,69,100,78,100,100,438,2537,10644,8409,35460,29280,17580,3180,0,900,1.46875,0,92.0,98,96,83,78,100.0,100.0,78,100.0
250,2020-12-23,90.0,90.0,97.0,96.0,95.0,84.0,75.0,100.0,26820.0,29640.0,2820.0,6900.0,15630.0,4290.0,25.0,90.0,360.0,14370.0,2020-12-22T22:04:43-08:00,2020-12-23T06:18:43-08:00,52.52,47.0,46.0,-0.09,-0.04,13.5,91,76,100,78,100,99,465,2610,10056,8195,31500,8280,17220,2640,540,26220,1.5625,0,93.0,93,95,95,79,100.0,100.0,85,100.0
251,2020-12-25,84.0,80.0,93.0,96.0,97.0,86.0,67.0,81.0,24390.0,26640.0,2250.0,5580.0,14040.0,4770.0,28.0,92.0,150.0,12570.0,2020-12-25T00:07:12-08:00,2020-12-25T07:31:12-08:00,53.37,48.0,42.0,0.1,0.06,12.625,83,88,100,43,100,97,422,2477,8810,7729,27480,35100,20220,2100,180,1320,1.4375,0,88.0,78,90,100,85,97.0,96.0,87,81.0
252,2020-12-26,81.0,74.0,84.0,96.0,81.0,80.0,67.0,100.0,22980.0,27540.0,4560.0,5040.0,13170.0,4770.0,32.0,83.0,180.0,12600.0,2020-12-25T22:37:07-08:00,2020-12-26T06:16:07-08:00,53.81,49.0,45.0,0.01,0.08,14.625,83,87,100,43,100,98,629,2693,14947,12097,26820,29820,16080,5520,420,7740,1.5625,0,88.0,70,83,100,86,100.0,100.0,88,100.0
253,2020-12-27,87.0,86.0,98.0,62.0,100.0,93.0,72.0,100.0,25800.0,27180.0,1380.0,7560.0,15780.0,2460.0,26.0,95.0,270.0,13590.0,2020-12-26T23:01:26-08:00,2020-12-27T06:34:26-08:00,55.11,48.0,36.0,-0.1,0.04,14.375,85,97,100,43,100,99,841,2943,19473,16250,22140,29760,21600,7320,360,5220,1.71875,0,87.0,86,82,84,84,100.0,94.0,87,100.0
254,2020-12-28,89.0,91.0,89.0,96.0,95.0,82.0,67.0,100.0,26850.0,29820.0,2970.0,5310.0,16710.0,4830.0,28.0,90.0,150.0,15240.0,2020-12-27T22:25:39-08:00,2020-12-28T06:42:39-08:00,54.51,50.0,39.0,0.0,0.04,13.5,80,68,100,43,100,98,346,2425,7897,6468,35640,32160,15300,1800,120,1380,1.40625,0,86.0,91,84,78,76,100.0,84.0,87,100.0
255,2020-12-29,86.0,88.0,89.0,95.0,98.0,69.0,67.0,100.0,26340.0,28200.0,1860.0,5310.0,17010.0,4020.0,41.0,93.0,150.0,13950.0,2020-12-28T22:18:36-08:00,2020-12-29T06:08:36-08:00,54.99,50.0,45.0,-0.05,0.03,13.25,81,69,100,43,100,99,460,2561,10314,8089,37020,28860,14880,3120,300,2220,1.5,0,89.0,83,84,97,80,100.0,94.0,89,100.0
256,2020-12-30,91.0,100.0,100.0,92.0,99.0,76.0,67.0,84.0,34950.0,37020.0,2070.0,9420.0,21900.0,3630.0,34.0,94.0,180.0,18300.0,2020-12-29T22:26:08-08:00,2020-12-30T08:43:08-08:00,60.49,53.0,31.0,0.49,0.23,13.0,82,79,100,43,96,97,188,2185,4521,3358,30900,37200,11400,720,0,6180,1.25,0,78.0,95,99,87,81,63.0,64.0,86,92.0
257,2020-12-31,87.0,88.0,100.0,63.0,95.0,83.0,97.0,87.0,26280.0,29340.0,3060.0,8850.0,14910.0,2520.0,34.0,90.0,840.0,14700.0,2020-12-30T23:21:13-08:00,2020-12-31T07:30:13-08:00,57.56,50.0,43.0,0.16,0.3,14.375,80,66,100,43,100,97,357,2404,8060,6832,37500,27900,14040,3060,0,3900,1.40625,0,90.0,85,99,100,88,91.0,95.0,87,64.0
258,2021-01-01,83.0,93.0,99.0,96.0,98.0,78.0,70.0,28.0,27420.0,29580.0,2160.0,8520.0,14340.0,4560.0,29.0,93.0,240.0,14790.0,2021-01-01T01:15:30-08:00,2021-01-01T09:28:30-08:00,61.62,53.0,26.0,0.57,0.45,13.75,88,88,100,60,100,97,448,2451,10637,8235,26400,42540,13440,3780,0,240,1.40625,0,71.0,75,99,96,90,56.0,55.0,76,100.0
259,2021-01-02,92.0,97.0,98.0,87.0,98.0,88.0,67.0,100.0,29790.0,31980.0,2190.0,7590.0,18750.0,3450.0,24.0,93.0,180.0,15510.0,2021-01-01T22:04:09-08:00,2021-01-02T06:57:09-08:00,62.11,54.0,35.0,0.04,0.34,13.875,80,69,100,43,100,96,394,2504,9709,7112,35280,30240,18360,2520,0,0,1.46875,0,84.0,98,100,100,90,100.0,36.0,75,86.0
260,2021-01-03,92.0,96.0,97.0,97.0,97.0,80.0,70.0,100.0,28410.0,30960.0,2550.0,7170.0,15720.0,5520.0,34.0,92.0,210.0,15300.0,2021-01-02T22:31:39-08:00,2021-01-03T07:07:39-08:00,57.2,50.0,38.0,0.05,0.22,13.375,85,100,100,43,100,97,741,2861,16577,14401,16680,31920,30060,4080,420,3240,1.65625,0,93.0,98,100,98,92,100.0,88.0,75,100.0
261,2021-01-04,84.0,80.0,95.0,96.0,99.0,70.0,67.0,100.0,24450.0,26160.0,1710.0,5880.0,13440.0,5130.0,33.0,93.0,180.0,12720.0,2021-01-03T22:21:07-08:00,2021-01-04T05:37:07-08:00,54.33,50.0,42.0,-0.25,0,13.5,78,54,100,43,100,96,272,2365,6147,4648,43560,26340,12900,1320,120,2160,1.375,0,90.0,77,98,87,85,97.0,100.0,79,100.0
262,2021-01-05,78.0,67.0,69.0,96.0,83.0,80.0,78.0,100.0,21330.0,25080.0,3750.0,4110.0,12570.0,4650.0,25.0,85.0,390.0,12060.0,2021-01-04T22:21:33-08:00,2021-01-05T05:19:33-08:00,54.41,50.0,46.0,0.01,-0.01,14.375,85,71,100,60,100,96,420,2524,8132,7275,34380,29100,19620,1920,540,840,1.46875,0,81.0,63,88,93,89,100.0,86.0,85,61.0
263,2021-01-06,86.0,91.0,96.0,63.0,96.0,78.0,72.0,100.0,26940.0,29460.0,2520.0,6210.0,18240.0,2490.0,41.0,91.0,300.0,14700.0,2021-01-05T21:33:04-08:00,2021-01-06T05:44:04-08:00,54.22,48.0,43.0,0.04,0.04,13.375,89,68,100,78,100,97,506,2598,11233,9059,36720,30060,13980,4200,480,960,1.5,0,85.0,83,87,87,89,100.0,100.0,86,56.0
264,2021-01-07,87.0,87.0,89.0,89.0,95.0,83.0,72.0,100.0,26100.0,28920.0,2820.0,5340.0,17220.0,3540.0,26.0,90.0,270.0,14310.0,2021-01-06T21:29:31-08:00,2021-01-07T05:31:31-08:00,57.29,51.0,35.0,0.07,0.12,13.25,87,58,95,78,100,96,341,2457,6595,5790,41700,25440,16620,1560,300,780,1.4375,1,85.0,86,86,80,87,99.0,76.0,85,100.0
265,2021-01-08,84.0,81.0,97.0,66.0,100.0,80.0,78.0,100.0,24750.0,26220.0,1470.0,6720.0,15420.0,2610.0,33.0,94.0,390.0,12960.0,2021-01-07T22:14:17-08:00,2021-01-08T05:31:17-08:00,57.22,52.0,35.0,-0.06,0.08,13.125,85,71,100,60,96,96,358,2509,7297,6275,30420,5700,18840,1200,180,30060,1.5,0,86.0,78,84,88,90,100.0,86.0,83,100.0
266,2021-01-10,44.0,35.0,35.0,62.0,32.0,68.0,86.0,1.0,14160.0,22620.0,8460.0,2130.0,9570.0,2460.0,41.0,63.0,600.0,12420.0,2021-01-10T09:40:32-08:00,2021-01-10T15:57:32-08:00,59.0,52.0,49.0,0.62,0.31,14.375,89,99,100,60,96,95,130,2062,3109,2113,18780,43080,10740,120,0,13680,1.1875,0,59.0,None,61,92,93,52.0,46.0,88,64.0
267,2021-01-11,87.0,96.0,95.0,95.0,88.0,58.0,70.0,100.0,28950.0,33480.0,4530.0,5970.0,19080.0,3900.0,42.0,86.0,240.0,15420.0,2021-01-10T20:58:27-08:00,2021-01-11T06:16:27-08:00,66.92,56.0,23.0,1.28,0.83,13.625,81,61,100,60,96,80,167,2221,3814,2420,40080,30120,12480,240,0,3480,1.28125,0,47.0,86,67,100,100,1.0,28.0,73,74.0
268,2021-01-12,83.0,89.0,96.0,55.0,86.0,73.0,72.0,100.0,26490.0,30900.0,4410.0,6420.0,17850.0,2220.0,31.0,86.0,270.0,15180.0,2021-01-11T21:48:00-08:00,2021-01-12T06:23:00-08:00,59.03,53.0,35.0,0.24,0.82,14.125,71,60,100,43,71,65,232,2326,4923,3296,40200,28260,16500,540,60,840,1.34375,0,76.0,76,70,100,95,84.0,69.0,71,67.0
269,2021-01-13,87.0,84.0,100.0,96.0,100.0,75.0,67.0,100.0,25230.0,26580.0,1350.0,8700.0,11730.0,4800.0,37.0,95.0,150.0,13050.0,2021-01-12T22:29:20-08:00,2021-01-13T05:52:20-08:00,64.6,57.0,31.0,0.62,0.7,14.625,69,65,100,43,40,66,369,2493,8436,6672,30300,6900,15420,2160,0,31620,1.5,0,60.0,87,70,100,91,53.0,29.0,65,84.0
270,2021-01-15,75.0,84.0,83.0,30.0,76.0,59.0,78.0,100.0,25230.0,30780.0,5550.0,4950.0,19110.0,1170.0,40.0,82.0,390.0,13950.0,2021-01-14T21:48:30-08:00,2021-01-15T06:21:30-08:00,60.7,52.0,31.0,0.47,0.6,15.0,75,74,100,60,40,63,224,2270,5005,3710,33120,29220,12480,1380,0,10200,1.3125,0,64.0,57,71,98,90,65.0,60.0,60,67.0
271,2021-01-16,88.0,95.0,98.0,74.0,99.0,64.0,78.0,100.0,28020.0,29820.0,1800.0,7500.0,17580.0,2940.0,45.0,94.0,420.0,15150.0,2021-01-15T22:14:02-08:00,2021-01-16T06:31:02-08:00,58.57,53.0,40.0,0.55,0.66,15.0,80,79,100,60,40,96,676,2750,14960,13258,31260,31500,17220,6180,240,0,1.59375,0,71.0,90,78,100,88,59.0,61.0,67,86.0
272,2021-01-17,78.0,93.0,97.0,12.0,90.0,70.0,46.0,100.0,27540.0,31140.0,3600.0,7200.0,19890.0,450.0,35.0,88.0,2070.0,16680.0,2021-01-16T21:58:03-08:00,2021-01-17T06:37:03-08:00,61.82,56.0,30.0,0.42,0.63,14.5,83,69,100,78,40,95,286,2343,6067,4784,36120,32280,17340,420,240,0,1.375,0,61.0,65,83,78,100,69.0,23.0,62,97.0
273,2021-01-18,87.0,96.0,96.0,43.0,95.0,68.0,99.0,100.0,28830.0,31920.0,3090.0,6120.0,20970.0,1740.0,35.0,90.0,870.0,16020.0,2021-01-17T21:56:01-08:00,2021-01-18T06:48:01-08:00,60.15,50.0,32.0,0.14,0.49,13.375,93,84,100,95,71,97,637,2694,13576,11947,29280,33180,18360,4080,720,780,1.5625,0,82.0,88,88,97,100,93.0,84.0,61,54.0
274,2021-01-19,89.0,88.0,100.0,95.0,97.0,77.0,70.0,100.0,26220.0,28440.0,2220.0,8970.0,13410.0,3840.0,26.0,92.0,240.0,13830.0,2021-01-18T21:52:55-08:00,2021-01-19T05:46:55-08:00,61.06,54.0,32.0,-0.05,0.28,15.125,91,70,100,95,71,97,317,2403,6814,5390,35700,28380,16920,1260,180,3960,1.40625,0,77.0,93,88,74,91,100.0,34.0,60,100.0
275,2021-01-20,89.0,85.0,95.0,95.0,100.0,82.0,83.0,100.0,25470.0,27060.0,1590.0,5820.0,15780.0,3870.0,31.0,94.0,510.0,13320.0,2021-01-19T22:07:00-08:00,2021-01-20T05:38:00-08:00,58.54,54.0,33.0,-0.14,0.11,13.125,88,65,100,78,96,97,386,2463,8124,6431,38100,31620,11760,2400,660,1860,1.4375,0,83.0,93,87,96,93,100.0,65.0,60,100.0
276,2021-01-21,92.0,97.0,98.0,95.0,100.0,81.0,67.0,100.0,29970.0,31680.0,1710.0,7770.0,18090.0,4110.0,33.0,95.0,180.0,15420.0,2021-01-20T21:02:13-08:00,2021-01-21T05:50:13-08:00,58.17,52.0,31.0,0.13,0.14,13.625,84,63,100,60,100,97,367,2498,8065,6110,39180,26160,15180,2520,60,3300,1.46875,0,86.0,100,93,81,92,94.0,86.0,57,89.0
277,2021-01-22,81.0,72.0,80.0,98.0,93.0,77.0,75.0,100.0,22650.0,25620.0,2970.0,4770.0,11310.0,6570.0,32.0,88.0,330.0,12660.0,2021-01-21T22:41:25-08:00,2021-01-22T05:48:25-08:00,56.48,53.0,44.0,-0.23,0.09,15.375,89,66,100,78,100,97,436,2572,9328,7503,37740,27120,18300,3060,180,0,1.5,0,79.0,72,87,93,93,97.0,56.0,68,96.0
278,2021-01-23,87.0,87.0,93.0,62.0,100.0,90.0,72.0,100.0,25950.0,27060.0,1110.0,5550.0,17940.0,2460.0,29.0,96.0,270.0,13440.0,2021-01-22T23:03:39-08:00,2021-01-23T06:34:39-08:00,55.67,49.0,33.0,-0.17,0.01,13.75,86,74,100,60,100,96,292,2321,6018,4982,33840,36660,14040,1740,120,0,1.34375,0,85.0,87,86,88,91,99.0,98.0,67,80.0
279,2021-01-24,79.0,83.0,96.0,40.0,88.0,71.0,70.0,100.0,25050.0,28980.0,3930.0,6450.0,17010.0,1590.0,26.0,86.0,210.0,14970.0,2021-01-23T22:37:58-08:00,2021-01-24T06:40:58-08:00,62.39,55.0,29.0,0.1,0.07,14.125,89,99,100,60,100,96,426,2448,9610,7788,19320,37260,14340,3360,60,12060,1.40625,0,78.0,67,84,100,93,96.0,68.0,63,76.0
280,2021-01-25,90.0,94.0,99.0,72.0,93.0,87.0,78.0,100.0,27600.0,31080.0,3480.0,8520.0,16200.0,2880.0,27.0,89.0,390.0,15270.0,2021-01-24T21:32:00-08:00,2021-01-25T06:10:00-08:00,59.3,53.0,34.0,0.1,0.19,13.75,79,62,95,43,100,96,336,2428,6830,5426,39420,30120,13860,1740,480,780,1.40625,1,86.0,95,86,100,93,96.0,79.0,65,96.0
281,2021-01-26,89.0,92.0,97.0,84.0,96.0,78.0,75.0,100.0,27120.0,29760.0,2640.0,7290.0,16470.0,3360.0,29.0,91.0,360.0,14880.0,2021-01-25T22:01:15-08:00,2021-01-26T06:17:15-08:00,57.61,52.0,34.0,-0.01,0.21,14.0,80,66,100,43,100,97,451,2597,8489,7531,34980,8340,14760,2580,360,25380,1.53125,0,87.0,93,87,86,94,100.0,89.0,67,100.0
282,2021-01-28,85.0,96.0,98.0,34.0,100.0,75.0,70.0,100.0,28800.0,30360.0,1560.0,7530.0,19920.0,1350.0,29.0,95.0,210.0,14910.0,2021-01-27T21:36:32-08:00,2021-01-28T06:02:32-08:00,60.89,54.0,33.0,0.06,0.19,13.25,90,76,100,78,100,98,625,2776,12947,11170,32340,29340,19140,4320,720,540,1.59375,0,79.0,82,91,91,92,100.0,69.0,66,53.0
283,2021-01-29,87.0,94.0,95.0,55.0,100.0,82.0,70.0,100.0,27570.0,29160.0,1590.0,5700.0,19680.0,2190.0,33.0,95.0,240.0,14430.0,2021-01-28T22:13:22-08:00,2021-01-29T06:19:22-08:00,60.85,53.0,35.0,-0.05,0.15,12.5,80,62,100,60,100,97,233,2355,4657,3456,39660,27660,18420,420,0,240,1.375,0,78.0,87,92,71,85,100.0,69.0,69,53.0
284,2021-01-30,85.0,92.0,89.0,52.0,98.0,79.0,67.0,100.0,27240.0,29400.0,2160.0,5310.0,19860.0,2070.0,34.0,93.0,180.0,14940.0,2021-01-29T22:43:29-08:00,2021-01-30T06:53:29-08:00,61.59,54.0,39.0,-0.21,0.06,12.875,91,80,100,78,100,97,576,2681,14125,10954,30900,30480,20640,4380,0,0,1.5625,0,82.0,82,93,100,90,98.0,69.0,74,55.0
285,2021-01-31,88.0,91.0,99.0,84.0,98.0,78.0,67.0,100.0,27030.0,29100.0,2070.0,8040.0,15630.0,3360.0,39.0,93.0,180.0,14160.0,2021-01-30T22:45:49-08:00,2021-01-31T06:50:49-08:00,57.64,52.0,42.0,-0.11,0.01,13.625,92,87,95,78,100,100,824,2913,16278,15222,28080,33480,16500,7620,720,0,1.6875,1,89.0,90,92,89,84,100.0,89.0,81,100.0
286,2021-02-01,87.0,86.0,96.0,96.0,90.0,80.0,67.0,100.0,25800.0,29280.0,3480.0,6090.0,14490.0,5220.0,29.0,88.0,180.0,13710.0,2021-01-31T21:52:29-08:00,2021-02-01T06:00:29-08:00,58.15,51.0,44.0,0.06,0.08,14.5,94,75,100,95,100,99,411,2499,9424,7391,33480,30900,15120,3360,0,3540,1.4375,0,82.0,87,90,65,74,100.0,79.0,86,78.0
287,2021-02-02,87.0,95.0,99.0,71.0,97.0,70.0,67.0,100.0,28110.0,30720.0,2610.0,8160.0,17160.0,2790.0,27.0,92.0,180.0,15120.0,2021-02-01T21:15:30-08:00,2021-02-02T05:47:30-08:00,55.81,50.0,37.0,-0.04,0.13,13.75,95,71,95,100,100,99,507,2620,11987,9537,35460,28560,18120,4260,0,0,1.53125,1,89.0,87,92,97,75,100.0,99.0,86,81.0
288,2021-02-03,87.0,82.0,97.0,77.0,93.0,82.0,89.0,100.0,25020.0,28140.0,3120.0,6810.0,15180.0,3030.0,31.0,89.0,630.0,14190.0,2021-02-02T22:17:17-08:00,2021-02-03T06:06:17-08:00,55.24,48.0,43.0,-0.05,0.12,13.875,95,73,100,95,100,98,432,2569,9599,7613,34260,27000,22500,2280,0,360,1.5,0,89.0,87,88,89,74,100.0,98.0,88,100.0
289,2021-02-04,88.0,80.0,97.0,97.0,99.0,89.0,72.0,100.0,24480.0,26100.0,1620.0,7290.0,11400.0,5790.0,25.0,94.0,270.0,12780.0,2021-02-03T22:32:31-08:00,2021-02-04T05:47:31-08:00,56.21,49.0,37.0,-0.17,0.04,13.75,89,66,100,78,100,98,448,2556,10836,8338,37800,29460,15720,3420,0,0,1.5,0,87.0,90,84,96,75,99.0,100.0,88,76.0
290,2021-02-05,88.0,87.0,97.0,95.0,95.0,71.0,78.0,100.0,26070.0,28860.0,2790.0,7290.0,14790.0,3990.0,33.0,90.0,390.0,13860.0,2021-02-04T21:52:29-08:00,2021-02-05T05:53:29-08:00,54.5,49.0,39.0,-0.02,0.05,13.0,87,53,100,78,100,97,362,2488,8003,6320,43980,22440,16620,2220,240,900,1.46875,0,88.0,90,84,90,76,100.0,100.0,89,85.0
291,2021-02-06,82.0,71.0,92.0,95.0,93.0,80.0,70.0,100.0,22290.0,25200.0,2910.0,5490.0,12720.0,4080.0,34.0,88.0,240.0,11580.0,2021-02-05T23:44:37-08:00,2021-02-06T06:44:37-08:00,57.8,52.0,36.0,0.06,0.11,13.5,92,87,100,78,100,97,580,2620,12073,11080,27480,36060,16200,4080,900,1680,1.5,0,78.0,75,77,84,79,100.0,76.0,88,62.0
292,2021-02-07,92.0,100.0,100.0,87.0,97.0,75.0,70.0,100.0,34770.0,37980.0,3210.0,10830.0,20490.0,3450.0,30.0,92.0,240.0,19110.0,2021-02-06T20:48:16-08:00,2021-02-07T07:21:16-08:00,59.02,53.0,35.0,0.19,0.23,14.0,94,96,100,78,100,98,617,2703,13329,11733,20040,15540,17940,4380,600,27900,1.59375,0,87.0,100,91,74,76,89.0,76.0,87,97.0
293,2021-02-09,89.0,88.0,99.0,95.0,96.0,82.0,72.0,100.0,26310.0,28920.0,2610.0,8190.0,13980.0,4140.0,34.0,91.0,300.0,14370.0,2021-02-08T21:50:17-08:00,2021-02-09T05:52:17-08:00,52.54,49.0,52.0,-0.17,0.15,14.375,79,61,100,43,96,97,391,2518,9039,7085,39660,26160,17760,2040,60,720,1.46875,0,93.0,92,91,94,80,99.0,100.0,91,100.0
294,2021-02-10,84.0,81.0,75.0,96.0,98.0,79.0,72.0,100.0,24630.0,26520.0,1890.0,4500.0,15720.0,4410.0,37.0,93.0,270.0,13080.0,2021-02-09T22:23:28-08:00,2021-02-10T05:45:28-08:00,53.12,49.0,45.0,-0.19,0.03,12.625,80,65,100,43,100,97,427,2545,9441,7704,37860,26460,19020,1980,360,720,1.5,0,87.0,79,87,90,82,99.0,96.0,92,78.0
295,2021-02-11,66.0,56.0,74.0,37.0,93.0,54.0,78.0,100.0,18870.0,21120.0,2250.0,4440.0,12960.0,1470.0,45.0,89.0,420.0,10350.0,2021-02-10T22:28:31-08:00,2021-02-11T04:20:31-08:00,56.48,51.0,33.0,-0.13,-0.03,13.75,83,60,95,60,100,97,487,2648,10940,8537,40620,20160,21000,3540,0,1080,1.5625,1,74.0,34,74,84,83,100.0,84.0,89,75.0
296,2021-02-12,82.0,74.0,94.0,96.0,93.0,74.0,67.0,100.0,23160.0,26100.0,2940.0,5640.0,12960.0,4560.0,35.0,89.0,180.0,13350.0,2021-02-11T22:52:03-08:00,2021-02-12T06:07:03-08:00,60.62,55.0,30.0,-0.01,0.03,13.0,83,60,100,60,100,96,311,2416,6647,5386,40500,27900,15360,1560,180,900,1.40625,0,76.0,75,69,86,82,100.0,54.0,86,100.0
297,2021-02-13,85.0,92.0,99.0,54.0,95.0,77.0,64.0,100.0,27240.0,30240.0,3000.0,8130.0,16950.0,2160.0,30.0,90.0,120.0,14040.0,2021-02-12T22:19:52-08:00,2021-02-13T06:43:52-08:00,57.15,50.0,40.0,-0.33,-0.04,13.75,90,99,100,60,100,98,864,2939,21040,17069,19140,33780,19080,9000,180,5220,1.71875,0,83.0,83,72,92,86,94.0,100.0,87,63.0
298,2021-02-14,91.0,98.0,96.0,95.0,100.0,68.0,72.0,100.0,30330.0,31800.0,1470.0,6030.0,20070.0,4230.0,37.0,95.0,270.0,15780.0,2021-02-13T21:51:57-08:00,2021-02-14T06:41:57-08:00,53.74,48.0,47.0,-0.15,-0.07,13.0,86,75,100,60,100,98,538,2637,10228,9474,33180,29940,20340,2160,780,0,1.53125,0,87.0,98,80,81,76,100.0,97.0,89,90.0
299,2021-02-15,90.0,92.0,95.0,92.0,96.0,80.0,70.0,100.0,27180.0,30060.0,2880.0,5880.0,17640.0,3660.0,33.0,90.0,210.0,14460.0,2021-02-14T22:07:46-08:00,2021-02-15T06:28:46-08:00,55.29,49.0,39.0,0.11,0.03,13.375,87,85,100,60,100,98,465,2535,10324,8489,26460,37920,18540,3360,120,0,1.46875,0,88.0,95,83,75,75,96.0,100.0,89,100.0
300,2021-02-16,86.0,86.0,95.0,96.0,93.0,64.0,81.0,100.0,25770.0,29100.0,3330.0,5760.0,15450.0,4560.0,35.0,89.0,450.0,14070.0,2021-02-15T21:44:00-08:00,2021-02-16T05:49:00-08:00,58.38,49.0,37.0,-0.11,0.08,13.75,79,53,100,60,100,97,300,2424,6974,5278,43620,24600,16680,1020,60,420,1.40625,0,84.0,84,83,99,75,100.0,100.0,88,52.0
301,2021-02-17,83.0,75.0,95.0,98.0,90.0,75.0,67.0,100.0,23280.0,26400.0,3120.0,5820.0,10980.0,6480.0,27.0,88.0,180.0,13410.0,2021-02-16T22:42:14-08:00,2021-02-17T06:02:14-08:00,56.8,49.0,40.0,-0.15,0.02,14.0,84,62,100,60,100,97,488,2608,11304,9047,39000,26160,17280,3420,240,300,1.53125,0,85.0,77,79,91,80,100.0,91.0,88,100.0
