,date,Sleep Score,Total Sleep Score,REM Sleep Score,Deep Sleep Score,Sleep Efficiency Score,Restfulness Score,Sleep Latency Score,Sleep Timin Score,Total Sleep Duration,Total Bedtime ,Awake Time,REM Sleep Duration,Light Sleep Duration,Deep Sleep Duration,Restless Sleep,Sleep Efficiency,Sleep Latency,Sleep Timing,Bedtime Start,Bedtime End,Average Resting Heart Rate,Lowest Resting Heart Rate,Average HRV,Temperature Deviation (°C),Temperature Trend Deviation,Respiratory Rate,Activity Score,Stay Active Score,Move Every Hour Score,Meet Daily Targets Score,Training Frequency Score,Training Volume Score,Activity Burn,Total Burn,Steps,Equivalent Walking Distance,Inactive Time,Rest Time,Low Activity Time,Medium Activity Time,High Activity Time,Non-wear Time,Average MET,Long Periods of Inactivity,Readiness Score,Previous Night Score,Sleep Balance Score,Previous Day Activity Score,Activity Balance Score,Temperature Score,Resting Heart Rate Score,HRV Balance Score,Recovery Index Score
431,2021-06-27,84.0,84.0,97.0,70.0,93.0,62.0,94.0,100.0,25380.0,28500.0,3120.0,6690.0,16020.0,2670.0,36.0,89.0,1020.0,14490.0,2021-06-26T22:35:11-07:00,2021-06-27T06:30:11-07:00,54.86,50.0,38.0,-0.17,0.01,13.5,95,80,100,95,100,100,658,2675,9547,12092,30300,34920,14760,3660,1620,1140,1.5625,0,82.0,82,88,48,77,99.0,91.0,90,76.0
432,2021-06-28,85.0,96.0,96.0,47.0,97.0,65.0,81.0,100.0,28980.0,31440.0,2460.0,6000.0,21150.0,1830.0,37.0,92.0,510.0,15630.0,2021-06-27T21:30:46-07:00,2021-06-28T06:14:46-07:00,52.63,47.0,42.0,0.29,0.15,13.25,93,76,100,100,100,100,679,2729,9590,12323,31860,31080,14880,3600,1620,3360,1.59375,0,87.0,84,93,62,76,80.0,100.0,90,93.0
433,2021-06-29,81.0,67.0,90.0,81.0,97.0,76.0,91.0,100.0,21420.0,23340.0,1920.0,5310.0,13020.0,3090.0,38.0,92.0,750.0,12060.0,2021-06-28T22:47:18-07:00,2021-06-29T05:16:18-07:00,57.94,51.0,36.0,0.01,0.18,14.0,88,61,100,100,100,100,462,2560,8117,7970,40500,26220,15840,2340,960,540,1.5,0,79.0,74,86,89,79,100.0,80.0,88,45.0
434,2021-06-30,81.0,86.0,96.0,36.0,99.0,78.0,64.0,100.0,25680.0,27300.0,1620.0,6600.0,17640.0,1440.0,31.0,94.0,150.0,13350.0,2021-06-29T21:43:09-07:00,2021-06-30T05:18:09-07:00,58.16,49.0,29.0,0.23,0.26,12.875,86,67,100,100,100,100,651,2756,8587,11071,36660,27660,16560,2760,1740,1020,1.625,0,81.0,75,86,82,82,85.0,100.0,81,42.0
435,2021-07-01,78.0,79.0,97.0,41.0,90.0,73.0,70.0,100.0,24150.0,27360.0,3210.0,6930.0,15600.0,1620.0,36.0,88.0,270.0,13830.0,2021-06-30T21:40:28-07:00,2021-07-01T05:16:28-07:00,59.12,53.0,35.0,0.2,0.28,14.625,84,74,100,100,100,100,506,2615,9980,9633,33960,29160,17340,4620,180,1140,1.53125,0,65.0,68,84,57,82,88.0,40.0,78,22.0
436,2021-07-02,81.0,82.0,96.0,36.0,95.0,68.0,94.0,100.0,24960.0,27720.0,2760.0,6030.0,17490.0,1440.0,35.0,90.0,780.0,13800.0,2021-07-01T21:42:10-07:00,2021-07-02T05:24:10-07:00,62.07,56.0,29.0,0.25,0.34,13.125,92,52,100,100,100,100,507,2645,5820,7865,43740,23160,17160,720,1620,0,1.5625,0,74.0,76,84,100,85,84.0,21.0,69,100.0
437,2021-07-03,78.0,78.0,98.0,57.0,74.0,73.0,67.0,100.0,24060.0,29580.0,5520.0,7410.0,14460.0,2190.0,36.0,81.0,180.0,15000.0,2021-07-02T22:06:34-07:00,2021-07-03T06:19:34-07:00,55.44,49.0,41.0,0.09,0.29,14.375,98,95,95,100,100,100,781,2847,13123,14580,24120,36600,18480,5280,1200,720,1.65625,1,73.0,68,82,59,87,98.0,73.0,73,61.0
438,2021-07-04,88.0,96.0,95.0,78.0,86.0,79.0,67.0,96.0,26610.0,30360.0,3750.0,5760.0,18780.0,2070.0,32.0,88.0,210.0,14760.0,2021-07-03T22:57:49-07:00,2021-07-04T07:23:49-07:00,55.55,50.0,38.0,-0.29,0.09,13.875,95,75,100,100,100,100,686,2808,15302,13180,33420,25020,20400,7140,60,360,1.65625,0,85.0,94,87,70,83,95.0,83.0,78,100.0
439,2021-07-05,72.0,66.0,96.0,89.0,67.0,71.0,70.0,61.0,21180.0,27060.0,5880.0,6030.0,11760.0,3390.0,36.0,78.0,270.0,12930.0,2021-07-05T00:41:37-07:00,2021-07-05T08:12:37-07:00,61.06,52.0,32.0,0.11,0.06,14.625,94,83,100,100,100,100,621,2662,8692,11116,28140,39240,13740,3780,1500,0,1.53125,0,70.0,54,80,100,83,95.0,53.0,73,50.0
440,2021-07-06,78.0,79.0,98.0,13.0,90.0,76.0,86.0,100.0,24210.0,27360.0,3150.0,7980.0,15690.0,540.0,30.0,88.0,600.0,13980.0,2021-07-05T21:47:54-07:00,2021-07-06T05:23:54-07:00,56.86,53.0,40.0,0.21,0.19,13.875,88,60,100,100,100,100,569,2681,8124,9668,40500,25440,14700,2280,1560,1920,1.5625,0,76.0,69,79,69,82,87.0,64.0,77,100.0
441,2021-07-07,81.0,67.0,82.0,96.0,79.0,81.0,94.0,100.0,21540.0,25980.0,4440.0,4860.0,12300.0,4380.0,30.0,83.0,780.0,12120.0,2021-07-06T22:10:55-07:00,2021-07-07T05:23:55-07:00,57.77,54.0,32.0,0.04,0.25,14.75,86,63,100,100,100,100,322,2405,7210,5643,39000,28620,15360,1620,240,1560,1.40625,0,74.0,78,74,60,83,100.0,55.0,73,99.0
442,2021-07-08,85.0,83.0,96.0,55.0,95.0,83.0,94.0,100.0,24990.0,27720.0,2730.0,6240.0,16590.0,2160.0,25.0,90.0,780.0,13770.0,2021-07-07T21:46:45-07:00,2021-07-08T05:28:45-07:00,55.84,50.0,34.0,0.28,0.3,13.375,93,57,95,100,100,100,485,2585,6246,7673,41100,28380,13980,1500,1440,0,1.5,1,84.0,88,75,100,87,81.0,86.0,72,100.0
443,2021-07-09,86.0,91.0,97.0,54.0,96.0,84.0,67.0,99.0,25710.0,27720.0,2010.0,6630.0,17010.0,2070.0,31.0,93.0,180.0,13410.0,2021-07-08T21:37:37-07:00,2021-07-09T05:19:37-07:00,56.35,53.0,31.0,0.14,0.31,13.625,93,62,95,100,100,100,796,2905,9272,13179,38640,26820,15300,1620,3120,900,1.6875,1,81.0,90,79,67,89,93.0,66.0,81,100.0
444,2021-07-10,88.0,95.0,84.0,85.0,81.0,74.0,89.0,97.0,24540.0,28800.0,4260.0,4830.0,17580.0,2130.0,41.0,85.0,690.0,14490.0,2021-07-09T22:04:37-07:00,2021-07-10T06:04:37-07:00,54.58,50.0,36.0,-0.13,0.2,13.625,96,84,100,100,100,100,638,2709,9569,11378,28800,34500,18000,3480,1200,420,1.5625,0,82.0,95,84,18,86,100.0,98.0,82,93.0
445,2021-07-11,88.0,87.0,95.0,96.0,90.0,78.0,72.0,100.0,25950.0,29460.0,3510.0,5820.0,15480.0,4650.0,28.0,88.0,300.0,14310.0,2021-07-10T22:21:00-07:00,2021-07-11T06:32:00-07:00,52.4,49.0,46.0,0.01,0.12,15.0,95,92,100,100,100,100,630,2712,10070,11304,24900,34440,24240,1500,1320,0,1.5625,0,90.0,95,85,81,86,100.0,98.0,86,100.0
446,2021-07-12,85.0,82.0,97.0,81.0,83.0,83.0,83.0,100.0,24780.0,29160.0,4380.0,6870.0,14790.0,3120.0,26.0,85.0,570.0,14640.0,2021-07-11T21:10:09-07:00,2021-07-12T05:16:09-07:00,55.89,49.0,36.0,0.09,0.15,14.75,86,50,100,100,100,100,586,2718,7512,9731,45000,22080,15480,1860,1980,0,1.59375,0,82.0,87,85,77,84,97.0,98.0,86,41.0
447,2021-07-13,78.0,69.0,68.0,89.0,88.0,78.0,78.0,100.0,21810.0,24960.0,3150.0,4080.0,14310.0,3420.0,30.0,87.0,420.0,12090.0,2021-07-12T22:58:45-07:00,2021-07-13T05:54:45-07:00,59.79,52.0,31.0,0.23,0.27,14.25,87,73,95,100,100,100,495,2631,11485,9537,33840,25200,22260,2880,0,2220,1.53125,1,70.0,69,80,46,84,85.0,68.0,81,44.0
448,2021-07-14,76.0,69.0,72.0,41.0,97.0,86.0,75.0,100.0,21810.0,23640.0,1830.0,4320.0,15900.0,1590.0,28.0,92.0,390.0,12030.0,2021-07-13T22:48:26-07:00,2021-07-14T05:22:26-07:00,53.7,48.0,36.0,0.24,0.35,13.625,94,60,100,100,100,99,409,2542,9032,7209,40620,24600,16980,3180,180,840,1.5,0,81.0,65,76,100,85,85.0,100.0,80,63.0
449,2021-07-15,78.0,67.0,96.0,73.0,93.0,75.0,70.0,100.0,21480.0,24240.0,2760.0,6210.0,12480.0,2790.0,33.0,89.0,240.0,11880.0,2021-07-14T22:37:24-07:00,2021-07-15T05:21:24-07:00,59.62,51.0,30.0,-0.05,0.27,14.875,95,70,100,100,100,98,491,2629,11711,9185,36120,27840,17880,4020,60,480,1.53125,0,71.0,71,71,98,88,100.0,48.0,74,55.0
450,2021-07-16,79.0,85.0,96.0,9.0,100.0,80.0,64.0,100.0,25500.0,26820.0,1320.0,6270.0,18870.0,360.0,34.0,95.0,150.0,13200.0,2021-07-15T21:54:09-07:00,2021-07-16T05:21:09-07:00,54.44,49.0,32.0,0.0,0.18,14.125,95,67,100,100,100,98,633,2759,8839,10785,36360,26640,19740,1320,1740,600,1.625,0,80.0,73,73,99,88,100.0,100.0,70,62.0
451,2021-07-17,88.0,94.0,99.0,79.0,88.0,71.0,83.0,100.0,27600.0,31680.0,4080.0,8160.0,16410.0,3030.0,37.0,87.0,570.0,15630.0,2021-07-16T21:38:54-07:00,2021-07-17T06:26:54-07:00,56.72,50.0,30.0,-0.12,0.09,13.625,100,98,100,100,100,99,791,2915,13870,14873,20700,31740,27540,3300,1140,1980,1.6875,0,81.0,96,78,68,89,100.0,78.0,64,100.0
452,2021-07-18,74.0,75.0,88.0,41.0,90.0,72.0,48.0,100.0,23250.0,26520.0,3270.0,5220.0,16410.0,1620.0,37.0,88.0,2040.0,14130.0,2021-07-17T21:28:33-07:00,2021-07-18T04:50:33-07:00,54.69,48.0,38.0,0.2,0.18,13.5,95,72,100,100,100,100,799,2932,13999,14938,34080,25680,19500,5880,1260,0,1.71875,0,77.0,61,76,75,84,88.0,100.0,68,77.0
453,2021-07-19,81.0,76.0,95.0,55.0,95.0,67.0,94.0,100.0,23550.0,26160.0,2610.0,5730.0,15660.0,2160.0,37.0,90.0,780.0,12780.0,2021-07-18T22:15:15-07:00,2021-07-19T05:31:15-07:00,55.06,49.0,31.0,-0.12,0.16,13.25,90,58,95,100,100,99,360,2473,7460,6352,41400,26880,15960,1980,180,0,1.4375,1,77.0,79,76,60,80,100.0,96.0,64,80.0
454,2021-07-20,70.0,65.0,81.0,50.0,65.0,62.0,86.0,100.0,21030.0,27240.0,6210.0,4770.0,14310.0,1950.0,34.0,77.0,630.0,14490.0,2021-07-19T22:01:47-07:00,2021-07-20T05:35:47-07:00,53.88,48.0,35.0,-0.15,0.08,14.25,94,62,100,100,100,100,582,2713,8062,9977,39300,25860,17820,1920,1500,0,1.59375,0,79.0,52,72,100,84,100.0,100.0,66,100.0
455,2021-07-21,86.0,78.0,99.0,60.0,97.0,92.0,94.0,100.0,23850.0,25980.0,2130.0,8310.0,13230.0,2310.0,27.0,92.0,780.0,12720.0,2021-07-20T22:04:37-07:00,2021-07-21T05:17:37-07:00,55.75,47.0,30.0,-0.09,0.03,13.375,93,57,100,100,100,100,553,2711,7932,9143,41520,22920,18300,2340,1320,0,1.59375,0,75.0,92,72,62,84,100.0,95.0,62,46.0
456,2021-07-22,75.0,67.0,82.0,71.0,93.0,71.0,67.0,100.0,21330.0,24000.0,2670.0,4860.0,13710.0,2760.0,41.0,89.0,180.0,11070.0,2021-07-21T22:50:28-07:00,2021-07-22T05:30:28-07:00,54.56,48.0,38.0,-0.17,0.01,14.625,95,78,100,100,100,100,634,2726,8049,10971,31980,29640,16080,3180,1440,4080,1.59375,0,74.0,64,68,66,85,99.0,85.0,67,90.0
457,2021-07-23,86.0,88.0,96.0,49.0,95.0,80.0,94.0,100.0,26340.0,29160.0,2820.0,6510.0,17910.0,1920.0,32.0,90.0,780.0,14610.0,2021-07-22T21:32:22-07:00,2021-07-23T05:38:22-07:00,56.69,48.0,35.0,0.47,0.23,13.5,93,82,100,100,100,100,718,2890,15961,14218,29760,24480,28740,3180,240,0,1.6875,0,80.0,93,72,70,84,65.0,100.0,68,75.0
458,2021-07-24,88.0,87.0,99.0,68.0,97.0,97.0,67.0,98.0,23970.0,25200.0,1230.0,8580.0,13680.0,1710.0,27.0,95.0,180.0,12630.0,2021-07-23T22:48:46-07:00,2021-07-24T05:48:46-07:00,57.98,52.0,33.0,-0.1,0.22,13.375,90,81,95,100,100,100,641,2733,14005,12804,30180,30120,19920,6180,0,0,1.59375,1,78.0,97,75,88,81,100.0,55.0,68,89.0
459,2021-07-25,88.0,89.0,97.0,49.0,98.0,86.0,99.0,100.0,26580.0,28500.0,1920.0,7230.0,17430.0,1920.0,30.0,93.0,900.0,14190.0,2021-07-24T22:24:56-07:00,2021-07-25T06:19:56-07:00,57.83,51.0,29.0,-0.05,0.13,14.25,89,91,95,100,100,99,603,2681,13509,11888,25380,33120,24000,3840,60,0,1.5625,1,83.0,97,80,99,79,100.0,76.0,63,100.0
460,2021-07-26,89.0,89.0,99.0,71.0,98.0,86.0,83.0,100.0,26490.0,28560.0,2070.0,8640.0,15090.0,2760.0,26.0,93.0,540.0,14430.0,2021-07-25T22:34:24-07:00,2021-07-26T06:30:24-07:00,58.78,51.0,31.0,0.19,0.14,13.75,78,95,100,100,100,99,601,2691,13534,11580,24300,31320,20340,5880,0,4560,1.5625,0,81.0,99,84,100,79,89.0,76.0,62,61.0
461,2021-07-27,90.0,97.0,100.0,95.0,96.0,74.0,64.0,100.0,29550.0,32520.0,2970.0,9570.0,16350.0,3630.0,32.0,91.0,150.0,16110.0,2021-07-26T21:44:58-07:00,2021-07-27T06:46:58-07:00,55.35,50.0,50.0,-0.14,0.11,14.25,74,83,100,100,100,100,781,2932,17188,15092,30300,26220,21300,8580,0,0,1.71875,0,89.0,100,92,100,79,100.0,86.0,77,90.0
462,2021-07-28,92.0,96.0,96.0,97.0,86.0,83.0,67.0,100.0,25140.0,26760.0,1620.0,6030.0,14700.0,4410.0,34.0,94.0,210.0,12990.0,2021-07-27T23:16:57-07:00,2021-07-28T06:42:57-07:00,53.9,49.0,46.0,-0.09,0.05,13.625,73,88,100,100,100,100,534,2585,11041,9470,25740,39000,18420,2340,900,0,1.5,0,93.0,100,97,89,75,100.0,100.0,85,100.0
463,2021-07-29,78.0,87.0,96.0,31.0,81.0,63.0,72.0,95.0,24360.0,28200.0,3840.0,6030.0,17100.0,1230.0,42.0,86.0,330.0,14490.0,2021-07-28T22:26:58-07:00,2021-07-29T06:16:58-07:00,59.73,51.0,37.0,0.2,0.12,14.125,71,76,100,100,100,100,717,2855,15943,13769,31560,29760,16500,8580,0,0,1.65625,0,83.0,70,97,92,77,88.0,76.0,85,75.0
464,2021-07-30,85.0,92.0,96.0,54.0,97.0,74.0,72.0,100.0,27180.0,29460.0,2280.0,6240.0,18870.0,2070.0,34.0,92.0,300.0,14610.0,2021-07-29T22:39:57-07:00,2021-07-30T06:50:57-07:00,61.67,54.0,30.0,-0.14,0.11,14.125,72,77,100,100,100,100,536,2632,10835,10288,32340,32040,14940,5340,60,1680,1.53125,0,83.0,88,99,92,75,100.0,56.0,81,77.0
465,2021-07-31,88.0,90.0,100.0,76.0,98.0,84.0,67.0,100.0,26610.0,28740.0,2130.0,9000.0,14700.0,2910.0,25.0,93.0,180.0,14340.0,2021-07-30T21:51:57-07:00,2021-07-31T05:50:57-07:00,65.31,53.0,28.0,0.3,0.21,13.5,74,95,95,100,100,100,840,2927,14460,15853,23340,34200,23400,3840,1620,0,1.6875,1,77.0,96,99,100,78,79.0,48.0,75,16.0
466,2021-08-01,84.0,96.0,99.0,16.0,99.0,80.0,75.0,100.0,28560.0,30540.0,1980.0,8070.0,19860.0,630.0,32.0,94.0,360.0,15060.0,2021-07-31T21:28:13-07:00,2021-08-01T05:57:13-07:00,59.0,52.0,31.0,0.17,0.27,13.375,80,71,100,100,100,100,470,2584,9924,8537,35280,29940,17280,3780,120,0,1.5,0,83.0,85,100,58,74,91.0,89.0,72,77.0
467,2021-08-02,75.0,76.0,96.0,39.0,81.0,62.0,70.0,100.0,23550.0,28200.0,4650.0,6180.0,15840.0,1530.0,40.0,84.0,270.0,14010.0,2021-08-01T21:38:00-07:00,2021-08-02T05:28:00-07:00,55.84,48.0,43.0,0.28,0.35,13.0,93,54,100,100,100,100,530,2673,6136,8441,43320,24600,14220,1980,1620,660,1.5625,0,89.0,63,97,100,81,81.0,99.0,79,100.0
468,2021-08-03,84.0,74.0,96.0,95.0,97.0,85.0,70.0,100.0,23040.0,25020.0,1980.0,6000.0,13170.0,3870.0,30.0,92.0,240.0,12030.0,2021-08-02T22:31:47-07:00,2021-08-03T05:28:47-07:00,55.17,48.0,40.0,-0.21,0.18,13.375,90,58,60,100,100,100,427,2551,9240,7753,41520,25320,13740,4080,180,1560,1.5,3,80.0,86,92,59,84,98.0,95.0,82,37.0
469,2021-08-04,76.0,70.0,95.0,58.0,95.0,64.0,67.0,100.0,22170.0,24540.0,2370.0,5880.0,14010.0,2280.0,37.0,90.0,180.0,12330.0,2021-08-03T22:13:01-07:00,2021-08-04T05:02:01-07:00,55.17,47.0,36.0,-0.26,-0.01,13.375,93,55,95,100,100,100,624,2784,9080,10593,43020,19260,17340,2580,1500,2700,1.625,1,83.0,66,86,95,87,96.0,100.0,82,60.0
470,2021-08-05,71.0,58.0,64.0,36.0,98.0,80.0,91.0,100.0,19260.0,20640.0,1380.0,3840.0,13980.0,1440.0,33.0,93.0,720.0,10500.0,2021-08-04T23:32:34-07:00,2021-08-05T05:16:34-07:00,53.76,49.0,35.0,-0.61,-0.28,13.0,95,66,100,100,100,100,542,2639,7438,9365,36720,29340,17400,1440,1500,0,1.53125,0,78.0,54,76,71,89,84.0,100.0,82,77.0
471,2021-08-06,84.0,87.0,98.0,58.0,93.0,77.0,75.0,100.0,25920.0,29160.0,3240.0,7650.0,15990.0,2280.0,33.0,89.0,360.0,13770.0,2021-08-05T21:30:12-07:00,2021-08-06T05:36:12-07:00,58.24,52.0,31.0,-0.17,-0.27,14.0,95,72,100,100,100,99,505,2638,11766,9528,35340,26340,19620,3720,120,1260,1.53125,0,77.0,87,77,65,89,99.0,65.0,79,73.0
472,2021-08-07,73.0,77.0,93.0,57.0,65.0,56.0,59.0,100.0,23820.0,30960.0,7140.0,5520.0,16080.0,2220.0,43.0,77.0,30.0,15300.0,2021-08-06T22:03:35-07:00,2021-08-07T06:39:35-07:00,56.98,48.0,39.0,-0.35,-0.22,14.625,96,75,100,100,100,99,547,2684,13431,10660,32700,27420,21120,4440,0,720,1.5625,0,82.0,60,75,100,96,93.0,96.0,83,73.0
473,2021-08-08,82.0,82.0,90.0,84.0,90.0,58.0,83.0,100.0,24840.0,28320.0,3480.0,5310.0,16320.0,3210.0,41.0,88.0,570.0,14070.0,2021-08-07T22:44:42-07:00,2021-08-08T06:36:42-07:00,58.23,51.0,35.0,0.22,0.03,13.875,98,91,100,100,100,98,558,2632,12992,10638,25920,35580,20820,3360,480,240,1.53125,0,80.0,83,75,98,94,86.0,76.0,82,57.0
474,2021-08-09,88.0,90.0,97.0,96.0,95.0,72.0,67.0,100.0,26730.0,29580.0,2850.0,7140.0,14940.0,4650.0,29.0,90.0,210.0,14640.0,2021-08-08T21:18:01-07:00,2021-08-09T05:31:01-07:00,55.37,49.0,44.0,-0.17,0.08,14.375,92,56,95,100,100,99,521,2580,5715,8830,40440,27060,12480,1440,1740,3240,1.5,1,90.0,98,79,95,93,99.0,100.0,86,93.0
475,2021-08-10,83.0,70.0,99.0,96.0,98.0,85.0,67.0,100.0,22170.0,23940.0,1770.0,8040.0,9360.0,4770.0,23.0,93.0,210.0,11850.0,2021-08-09T22:51:04-07:00,2021-08-10T05:30:04-07:00,58.49,53.0,32.0,0.1,0.15,14.5,90,71,95,95,100,98,347,2428,7754,5972,35160,32460,16140,2580,60,0,1.40625,1,75.0,85,75,58,93,96.0,56.0,83,76.0
476,2021-08-11,91.0,91.0,98.0,60.0,100.0,93.0,89.0,100.0,26940.0,28500.0,1560.0,7470.0,17160.0,2310.0,27.0,95.0,690.0,14130.0,2021-08-10T21:52:04-07:00,2021-08-11T05:47:04-07:00,59.96,52.0,31.0,0.13,0.19,13.0,94,67,100,95,100,98,442,2539,9756,7888,37140,30120,15000,3960,180,0,1.46875,0,81.0,100,79,100,96,94.0,78.0,79,33.0
477,2021-08-12,80.0,77.0,96.0,33.0,81.0,87.0,94.0,100.0,23640.0,28020.0,4380.0,6150.0,16170.0,1320.0,33.0,84.0,990.0,15330.0,2021-08-11T21:22:03-07:00,2021-08-12T05:09:03-07:00,53.8,47.0,42.0,-0.14,0.15,13.25,88,60,100,78,100,98,480,2593,10819,8931,40740,25140,16620,3840,60,0,1.53125,0,85.0,77,78,97,96,100.0,100.0,85,73.0
478,2021-08-13,87.0,85.0,96.0,95.0,96.0,80.0,64.0,98.0,23400.0,24960.0,1560.0,6450.0,14160.0,2790.0,34.0,94.0,150.0,12450.0,2021-08-12T22:17:02-07:00,2021-08-13T05:13:02-07:00,55.9,50.0,43.0,-0.03,0.09,13.75,84,61,100,60,100,97,327,2425,7630,6102,39240,28260,17340,1500,60,0,1.40625,0,87.0,95,80,94,96,100.0,86.0,87,73.0
479,2021-08-14,88.0,89.0,97.0,96.0,93.0,74.0,70.0,100.0,26580.0,29880.0,3300.0,6630.0,14940.0,5010.0,32.0,89.0,270.0,13920.0,2021-08-13T22:27:11-07:00,2021-08-14T06:45:11-07:00,53.87,47.0,38.0,-0.2,0.01,13.375,89,95,100,60,100,98,612,2639,11663,11421,23760,37620,13560,4080,1080,6300,1.53125,0,92.0,97,83,100,97,98.0,95.0,87,100.0
480,2021-08-15,90.0,95.0,95.0,95.0,83.0,66.0,94.0,98.0,26310.0,30060.0,3750.0,5820.0,16830.0,3660.0,36.0,88.0,1020.0,15450.0,2021-08-14T20:40:20-07:00,2021-08-15T05:01:20-07:00,53.3,49.0,43.0,-0.16,-0.02,13.75,81,69,100,43,100,97,416,2529,9313,7482,35940,27720,19140,2820,0,780,1.46875,0,93.0,100,88,81,95,100.0,100.0,89,100.0
481,2021-08-16,80.0,72.0,98.0,57.0,86.0,76.0,97.0,100.0,22470.0,26280.0,3810.0,7410.0,12870.0,2190.0,31.0,86.0,870.0,13080.0,2021-08-15T22:14:31-07:00,2021-08-16T05:32:31-07:00,59.22,48.0,30.0,0.13,0.07,13.375,85,71,100,60,100,98,530,2646,10188,9196,35340,28140,18720,3480,720,0,1.53125,0,84.0,76,84,100,96,94.0,100.0,86,41.0
482,2021-08-17,83.0,80.0,100.0,63.0,95.0,79.0,70.0,100.0,24390.0,27180.0,2790.0,9150.0,12810.0,2430.0,31.0,90.0,270.0,13680.0,2021-08-16T21:58:24-07:00,2021-08-17T05:31:24-07:00,59.41,53.0,30.0,0.05,0.16,14.625,88,61,100,78,100,98,502,2636,11260,9279,40260,21360,18120,4140,120,2400,1.5625,0,79.0,84,84,83,94,100.0,54.0,82,70.0
483,2021-08-18,75.0,59.0,67.0,96.0,95.0,83.0,64.0,100.0,19500.0,21660.0,2160.0,3990.0,11280.0,4230.0,28.0,90.0,150.0,10410.0,2021-08-17T23:31:35-07:00,2021-08-18T05:32:35-07:00,60.97,53.0,25.0,0.04,0.18,13.875,79,53,60,60,100,97,269,2349,6007,4939,43380,27780,13440,1800,0,0,1.375,3,73.0,64,75,92,93,100.0,45.0,71,84.0
484,2021-08-19,69.0,63.0,48.0,95.0,62.0,62.0,70.0,100.0,20490.0,27000.0,6510.0,2880.0,13770.0,3840.0,36.0,76.0,240.0,14790.0,2021-08-18T21:42:56-07:00,2021-08-19T05:12:56-07:00,61.29,50.0,40.0,0.12,0.2,15.375,88,58,100,78,100,98,545,2643,5840,8766,41040,26520,13680,1260,2040,1860,1.53125,0,70.0,49,69,100,96,94.0,76.0,76,27.0
485,2021-08-20,84.0,79.0,96.0,97.0,90.0,78.0,67.0,100.0,24120.0,27300.0,3180.0,6270.0,12270.0,5580.0,27.0,88.0,180.0,13620.0,2021-08-19T21:56:13-07:00,2021-08-20T05:31:13-07:00,59.66,51.0,29.0,0.55,0.39,13.625,93,68,95,95,100,100,781,2851,13598,14507,35880,30360,9960,7140,1200,1860,1.65625,1,67.0,87,69,50,96,58.0,76.0,69,25.0
486,2021-08-21,84.0,91.0,97.0,33.0,97.0,84.0,67.0,100.0,26880.0,29220.0,2340.0,6690.0,18870.0,1320.0,28.0,92.0,180.0,14790.0,2021-08-20T21:53:25-07:00,2021-08-21T06:00:25-07:00,56.71,48.0,37.0,-0.05,0.32,13.875,92,59,100,95,100,100,814,2936,14161,15170,40140,23160,15360,6300,1440,0,1.71875,0,80.0,87,73,70,92,100.0,96.0,72,75.0
487,2021-08-22,77.0,86.0,96.0,50.0,93.0,84.0,40.0,60.0,25680.0,28920.0,3240.0,6270.0,17430.0,1980.0,28.0,89.0,2220.0,15210.0,2021-08-22T00:04:06-07:00,2021-08-22T08:06:06-07:00,53.34,49.0,39.0,-0.26,0.09,13.375,93,82,95,100,100,100,414,2413,8457,7783,30240,41220,10260,4620,60,0,1.375,1,78.0,70,75,45,86,96.0,100.0,77,92.0
488,2021-08-23,85.0,83.0,96.0,55.0,97.0,80.0,91.0,100.0,25080.0,27120.0,2040.0,6180.0,16740.0,2160.0,32.0,92.0,750.0,13440.0,2021-08-22T21:44:23-07:00,2021-08-23T05:16:23-07:00,54.41,49.0,40.0,0.03,0.02,13.75,94,61,95,100,100,100,556,2662,5811,9282,40200,26640,13740,1560,1860,2400,1.5625,1,83.0,90,77,100,87,100.0,100.0,82,41.0
489,2021-08-24,73.0,67.0,64.0,58.0,74.0,75.0,83.0,100.0,21330.0,26340.0,5010.0,3840.0,15210.0,2280.0,32.0,81.0,540.0,12390.0,2021-08-23T21:33:14-07:00,2021-08-24T04:52:14-07:00,56.08,49.0,29.0,-0.35,-0.04,15.0,93,58,95,100,100,100,484,2585,10313,9160,40920,27180,13620,4680,0,0,1.5,1,71.0,60,73,51,86,93.0,74.0,76,72.0
490,2021-08-25,84.0,92.0,100.0,43.0,93.0,66.0,81.0,100.0,27240.0,30720.0,3480.0,9150.0,16440.0,1650.0,40.0,89.0,510.0,15420.0,2021-08-24T21:27:46-07:00,2021-08-25T05:59:46-07:00,56.04,48.0,38.0,-0.11,-0.05,14.125,94,59,100,100,100,100,506,2639,11430,9325,41160,23940,16080,4800,0,420,1.53125,0,85.0,88,79,93,86,100.0,100.0,80,71.0
491,2021-08-26,79.0,64.0,94.0,92.0,83.0,80.0,81.0,100.0,20670.0,24180.0,3510.0,5580.0,11550.0,3540.0,30.0,85.0,510.0,12210.0,2021-08-25T22:35:52-07:00,2021-08-26T05:18:52-07:00,56.25,50.0,37.0,-0.03,0.0,14.375,94,63,100,100,100,100,588,2670,6732,9999,36900,31200,13140,1980,1860,1320,1.53125,0,81.0,76,73,100,88,100.0,73.0,82,94.0
